제조사,이름,배터리,이미지,cpu,램 용량,램 상세,화면크기,화면상세,그래픽,저장용량,저장용량 상세,무게,가격
삼성전자,갤럭시북3 울트라 NT960XFH-XD92G,76.00,https://img.danawa.com/prod_img/500000/608/936/img/18936608_1.jpg?shrink=130:130&_v=20230420091733,인텔 코어i9-13세대 i9-13900H (2.6GHz)  14코어(6P+8E),32,LPDDR5(온보드)/램 용량:32GB/ 램 교체: 불가능 /,16,40.6cm(16인치)/2880x1800(WQXGA+)/400nit/주사율:120Hz/,외장그래픽 /RTX4070/TGP:60W/VRAM:8GB/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,1.79,4090000
MSI,크로스헤어 17 B12UGSZ,90.00,https://img.danawa.com/prod_img/500000/595/020/img/17020595_1.jpg?shrink=130:130&_v=20221124093420,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/1920x1080(FHD)/300nit/주사율:360Hz/,외장그래픽 /RTX3070 Ti/TGP:140W/VRAM:8GB/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.80,1742190
MSI,GT시리즈 Titan GT77 HX 13VI-i9 4K Mini LED W11 128GB램,99.90,https://img.danawa.com/prod_img/500000/276/121/img/19121276_1.jpg?shrink=130:130&_v=20230223144756,인텔 코어i9-13세대 i9-13980HX (2.2GHz)  24코어(8P+16E),128,DDR5/램 용량:128GB/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/3840x2160(4K UHD)/1000nit/주사율:144Hz/,외장그래픽 /RTX4090/TGP:175W/VRAM:16GB/MUX 스위치/,4000,M.2(NVMe)/4TB/저장 슬롯:3개/,3.30,7820000
MSI,GF시리즈 Sword GF66 A12UC-i5 블랙 WIN11 16GB램,53.50,https://img.danawa.com/prod_img/500000/836/613/img/17613836_1.jpg?shrink=130:130&_v=20230126090701,인텔 코어i5-12세대 i5-12450H (2.0GHz) 옥타코어(4P+4E),16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX3050/TGP:60W/VRAM:4GB/,512,M.2(NVMe)/512GB/,2.25,977150
MSI,프레스티지 15 A12UC,82.00,https://img.danawa.com/prod_img/500000/911/611/img/16611911_1.jpg?shrink=130:130&_v=20220404123619,인텔 코어i7-12세대 i7-1280P (1.8GHz)  14코어(6P+8E),16,LPDDR4x(온보드) /램 용량:16GB/ 램 교체: 불가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/300nit/,외장그래픽 /RTX3050/TGP:40W/VRAM:4GB/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,1.69,1487470
에이서,프레데터 Helios 16 PH16-71 4070,90.00,https://img.danawa.com/prod_img/500000/799/159/img/19159799_1.jpg?shrink=130:130&_v=20230302091343,인텔 코어i9-13세대 i9-13900HX (2.2GHz)  24코어(8P+16E),16,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,16,40.8cm(16인치)/2560x1600(WQXGA)/500nit/주사율:240Hz/,외장그래픽 /RTX4070/TGP:140W/VRAM:8GB/논 옵티머스/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.60,2590000
LG전자,2023 그램15 15ZD90RU-GX56K,80.00,https://img.danawa.com/prod_img/500000/406/834/img/19834406_1.jpg?shrink=130:130&_v=20230420160132,인텔 코어i5-13세대 i5-1335U (1.3GHz) 10코어(2P+8E),16,LPDDR4x(온보드) /램 용량:16GB/4266MHz/ 램 교체: 불가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/350nit/,내장그래픽 / Iris Xe /,256,M.2(NVMe)/256GB/저장 슬롯:2개/,1.14,1238990
한성컴퓨터,Bossmonster GTX63 T9X7Q16,73.00,https://img.danawa.com/prod_img/500000/788/209/img/19209788_1.jpg?shrink=130:130&_v=20230324173319,인텔 코어i9-13세대 i9-13900HX (2.2GHz)  24코어(8P+16E),16,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,16,40.64cm(16인치)/2560x1600(WQXGA)/500nit/주사율:165Hz/,외장그래픽 /RTX4070/TGP:140W/VRAM:8GB/MUX 스위치/,500,M.2(NVMe)/500GB/저장 슬롯:2개/,2.50,1998990
ASUS,젠북 14X OLED UX3404VA-M9093,70.00,https://img.danawa.com/prod_img/500000/340/072/img/19072340_1.jpg?shrink=130:130&_v=20230511091112,인텔 코어i5-13세대 i5-13500H (2.6GHz) 12코어(4P+8E),16,LPDDR5(온보드)/램 용량:16GB/ 램 교체: 불가능 /,14.5,36.8cm(14.5인치)/2880x1800(WQXGA+)/600nit/주사율:120Hz/,내장그래픽 / Iris Xe /,512,M.2(NVMe)/512GB/,1.56,1439600
MSI,GF시리즈 Thin GF63 12VE,52.40,https://img.danawa.com/prod_img/500000/879/169/img/19169879_1.jpg?shrink=130:130&_v=20230309090456,인텔 코어i7-12세대 i7-12650H (2.3GHz) 10코어(6P+4E),8,DDR4/램 용량:8GB/3200MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX4050/TGP:45W/VRAM:6GB/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,1.77,1196950
MSI,GP시리즈 Vector GP66 12UEO QHD OLED 16GB램,65.00,https://img.danawa.com/prod_img/500000/493/922/img/18922493_1.jpg?shrink=130:130&_v=20230223132946,인텔 코어i7-12세대 i7-12650H (2.3GHz) 10코어(6P+4E),16,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/2560x1440(QHD)/400nit/주사율:240Hz/,외장그래픽 /RTX3060/TGP:140W/VRAM:6GB/논 옵티머스/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.38,1348890
MSI,GP시리즈 Vector GP76 12UGS QHD,65.00,https://img.danawa.com/prod_img/500000/332/692/img/16692332_1.jpg?shrink=130:130&_v=20221220164034,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/2560x1440(QHD)/500nit/주사율:240Hz/,외장그래픽 /RTX3070 Ti/TGP:150W/VRAM:8GB/논 옵티머스/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,2.90,2640000
한성컴퓨터,올데이롱 TFX6270H,82.04,https://img.danawa.com/prod_img/500000/779/715/img/17715779_1.jpg?shrink=130:130&_v=20230130123318,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,16,40.64cm(16인치)/2560x1600(WQXGA)/300nit/주사율:90Hz/,내장그래픽 / Iris Xe /,500,M.2(NVMe)/500GB/저장 슬롯:2개/,1.46,1229000
HP,오멘 17-ck1037TX,83.00,https://img.danawa.com/prod_img/500000/246/628/img/19628246_1.jpg?shrink=130:130&_v=20230511091325,인텔 코어i7-12세대  i7-12800HX (2.0GHz)   16코어(8P+8E),32,DDR5/램 용량:32GB/4800MHz/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/2560x1440(QHD)/300nit/주사율:165Hz/,외장그래픽 /RTX3080 Ti/VRAM:16GB/,1000,M.2(NVMe)/1TB/,2.78,2590000
MSI,사이보그 15 A12VE,53.50,https://img.danawa.com/prod_img/500000/213/355/img/19355213_1.jpg?shrink=130:130&_v=20230314164927,인텔 코어i7-12세대 i7-12650H (2.3GHz) 10코어(6P+4E),8,DDR5/램 용량:8GB/4800MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX4050/TGP:40W/VRAM:6GB/,512,M.2(NVMe)/512GB/,1.98,1259780
레노버,요가 Slim7 Pro 14IAP7 82SV0058KR,61.00,https://img.danawa.com/prod_img/500000/499/674/img/17674499_1.jpg?shrink=130:130&_v=20221006100347,인텔 코어i5-12세대 i5-1240P (1.7GHz) 12코어(4P+8E),16,LPDDR5(온보드)/램 용량:16GB/4800MHz/ 램 교체: 불가능 /,14,35.56cm(14인치)/2880x1800(WQXGA+)/400nit/주사율:90Hz/,내장그래픽 / Iris Xe /,512,M.2(NVMe)/512GB/저장 슬롯:1개/,1.32,1271360
한성컴퓨터,TFG5275W,53.35,https://img.danawa.com/prod_img/500000/373/038/img/17038373_1.jpg?shrink=130:130&_v=20221223164523,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,15.6,39.62cm(15.6인치)/1920x1080(FHD)/300nit/주사율:144Hz/,외장그래픽 /RTX3050/TGP:75W/VRAM:4GB/,500,M.2(NVMe)/500GB/저장 슬롯:2개/,2.00,1308000
에이서,스위프트 GO 16 OLED SFG16-71-78HK,50.00,https://img.danawa.com/prod_img/500000/207/282/img/20282207_1.jpg?shrink=130:130&_v=20230523145250,인텔 코어i7-13세대 i7-13620H (2.4GHz) 10코어(6P+4E),16,LPDDR5(온보드)/램 용량:16GB/ 램 교체: 불가능 /,16,40.8cm(16인치)/3200x2000(WQHD+)/500nit/주사율:120Hz/,내장그래픽 / UHD Graphics /,512,M.2(NVMe)/512GB/저장 슬롯:2개/,1.60,1148980
에이서,스위프트 엣지 OLED SFE16-42-R3TY,54.00,https://img.danawa.com/prod_img/500000/113/026/img/19026113_1.jpg?shrink=130:130&_v=20230417105252,AMD 라이젠7(Zen3+)  7735U (2.7Hz)  옥타(8)코어,16,LPDDR5(온보드)/램 용량:16GB/6400MHz/ 램 교체: 불가능 /,16,40.8cm(16인치)/3840x2400(4K UHD)/500nit/,내장그래픽 / Radeon 680M /,512,M.2(NVMe)/512GB/저장 슬롯:2개/,1.17,1590000
한성컴퓨터,TFX3412N,47.12,https://img.danawa.com/prod_img/500000/438/473/img/15473438_1.jpg?shrink=130:130&_v=20220429093945,인텔 셀러론  N4120 (1.1GHz)  쿼드(4)코어,8,DDR4(온보드)/램 용량:8GB/ 램 교체: 불가능 /,13.3,33.78cm(13.3인치)/1920x1080(FHD)/300nit/,내장그래픽 /UHD 600/,250,M.2(SATA)/250GB/저장 슬롯:1개/,1.30,459000
레노버,요가 Slim7 Pro 16ARH7 82UW000GKR,75.00,https://img.danawa.com/prod_img/500000/357/873/img/17873357_1.jpg?shrink=130:130&_v=20230106090132,AMD 라이젠5-5세대 6600HS (3.3GHz) 헥사(6)코어,16,LPDDR5(온보드)/램 용량:16GB/6400MHz/ 램 교체: 불가능 /,16,40.64cm(16인치)/2560x1600(WQXGA)/500nit/주사율:165Hz/,외장그래픽 /RTX3050/VRAM:4GB/,512,M.2(NVMe)/512GB/저장 슬롯:1개/,2.08,1299000
MSI,모던시리즈 모던 14 C7M-R7,39.30,https://img.danawa.com/prod_img/500000/060/475/img/19475060_1.jpg?shrink=130:130&_v=20230601091800,AMD 라이젠7(Zen3)  7730U (2.0Hz)  옥타(8)코어,8,DDR4(온보드)/램 용량:8GB/3200MHz/ 램 교체: 불가능 /,14,35.5cm(14인치)/1920x1080(FHD)/300nit/,내장그래픽 / Radeon Graphics /,512,M.2(NVMe)/512GB/,1.40,599000
MSI,GF시리즈 Sword GF76 A11UC 블랙,53.50,https://img.danawa.com/prod_img/500000/190/070/img/15070190_1.jpg?shrink=130:130&_v=20230209092255,인텔 코어i7-11세대 i7-11800H (2.3GHz) 옥타(8)코어,8,DDR4/램 용량:8GB/3200MHz/ 램 교체: 가능 /,17.3,43.94cm(17.3인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX3050/TGP:60W/VRAM:4GB/,512,M.2(NVMe)/512GB/,2.60,1290000
에이서,니트로 5 AN515-58-95P5,57.50,https://img.danawa.com/prod_img/500000/256/980/img/17980256_1.jpg?shrink=130:130&_v=20230106090115,인텔 코어i9-12세대 i9-12900H (2.5GHz)  14코어(6P+8E),16,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,15.6,39.62cm(15.6인치)/2560x1440(QHD)/300nit/주사율:165Hz/,외장그래픽 /RTX3060/TGP:140W/VRAM:6GB/,512,M.2(NVMe)/512GB/저장 슬롯:3개/,2.50,2490000
MSI,GF시리즈 Sword GF76 A12UE,53.50,https://img.danawa.com/prod_img/500000/887/257/img/16257887_1.jpg?shrink=130:130&_v=20220204161415,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX3060/TGP:105W/VRAM:6GB/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.60,1690000
에이서,니트로 5 AN515-58-94SX,57.50,https://img.danawa.com/prod_img/500000/199/980/img/17980199_1.jpg?shrink=130:130&_v=20230102090705,인텔 코어i9-12세대 i9-12900H (2.5GHz)  14코어(6P+8E),16,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,15.6,39.62cm(15.6인치)/2560x1440(QHD)/300nit/주사율:165Hz/,외장그래픽 /RTX3060/TGP:140W/VRAM:6GB/,512,M.2(NVMe)/512GB/저장 슬롯:3개/,2.50,2490000
HP,오멘 16-k0122TX,99999.00,https://img.danawa.com/prod_img/500000/034/921/img/19921034_1.jpg?shrink=130:130&_v=20230425104548,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),16,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,16.1,40.89cm(16.1인치)/1920x1080(FHD)/300nit/주사율:144Hz/,외장그래픽 /RTX3060/TGP:140W/VRAM:6GB/논 옵티머스/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.40,1440000
LG전자,2023 울트라PC 15UD40R-GX36K 16GB램,49.00,https://img.danawa.com/prod_img/500000/720/244/img/19244720_1.jpg?shrink=130:130&_v=20230525091710,AMD 라이젠3(Zen3)  7330U (2.3Hz)  쿼드(4)코어,16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/,내장그래픽 / Radeon Graphics /,256,M.2(NVMe)/256GB/저장 슬롯:2개/,1.75,552920
MSI,모던시리즈 모던15 B11M-i5,39.30,https://img.danawa.com/prod_img/500000/969/962/img/18962969_1.jpg?shrink=130:130&_v=20230316094039,인텔 코어i5-11세대 i5-1155G7 (2.5GHz) 쿼드(4)코어,8,DDR4(온보드)/램 용량:8GB/3200MHz/ 램 교체: 불가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/300nit/,내장그래픽 / Iris Xe /,512,M.2(NVMe)/512GB/,1.70,498990
Razer,Blade 18 13Gen R4090 QHD,91.70,https://img.danawa.com/prod_img/500000/423/262/img/19262423_1.jpg?shrink=130:130&_v=20230417142530,인텔 코어i9-13세대 i9-13950HX (2.2GHz)  24코어(8P+16E),32,DDR5/램 용량:32GB/5600MHz/ 램 교체: 가능 /,18,45.72cm(18인치)/2560x1600(WQXGA)/500nit/주사율:240Hz/,외장그래픽 /RTX4090/TGP:175W/VRAM:16GB/,2000,M.2(NVMe)/2TB/저장 슬롯:2개/,3.20,6590000
에이서,니트로 5 AN515-58-78TE,57.50,https://img.danawa.com/prod_img/500000/986/959/img/19959986_1.jpg?shrink=130:130&_v=20230525092706,인텔 코어i7-12세대 i7-12650H (2.3GHz) 10코어(6P+4E),16,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,15.6,39.62cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX4060/TGP:140W/VRAM:8GB/MUX 스위치/,512,M.2(NVMe)/512GB/저장 슬롯:3개/,2.50,1390000
MSI,GF시리즈 GF63 Thin 11UD-i5 16GB램,52.40,https://img.danawa.com/prod_img/500000/541/677/img/17677541_1.jpg?shrink=130:130&_v=20230511092408,인텔 코어i5-11세대 i5-11400H (2.7GHz) 헥사(6)코어,16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX3050 Ti/TGP:40W/VRAM:4GB/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,1.77,945630
에이서,스위프트 GO 16 OLED SFG16-71-77FT,65.00,https://img.danawa.com/prod_img/500000/448/702/img/19702448_1.jpg?shrink=130:130&_v=20230417105202,인텔 코어i7-13세대 i7-13700H (2.4GHz)  14코어(6P+8E),16,LPDDR5(온보드)/램 용량:16GB/ 램 교체: 불가능 /,16,40.8cm(16인치)/3200x2000(WQHD+)/500nit/주사율:120Hz/,내장그래픽 / Iris Xe /,512,M.2(NVMe)/512GB/저장 슬롯:2개/,1.64,1398990
레노버,V15 Gen3 ABA 82TV0001KR,45.00,https://img.danawa.com/prod_img/500000/811/251/img/17251811_1.jpg?shrink=130:130&_v=20230320151758,AMD 라이젠5-4세대 5625U (2.3GHz) 헥사(6)코어,4,DDR4/램 용량:4GB/3200MHz/ 램 교체: 가능(1슬롯) /,15.6,39.62cm(15.6인치)/1920x1080(FHD)/250nit/,내장그래픽 / Radeon Graphics /,256,M.2(NVMe)/256GB/,1.70,559000
MSI,GF시리즈 Sword GF76 B13VFK WIN11,53.50,https://img.danawa.com/prod_img/500000/885/109/img/19109885_1.jpg?shrink=130:130&_v=20230330091011,인텔 코어i7-13세대 i7-13620H (2.4GHz) 10코어(6P+4E),16,DDR5/램 용량:16GB/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX4060/TGP:105W/VRAM:8GB/MUX 스위치/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.60,1729580
MSI,사이보그 15 A12VF 32GB램,53.50,https://img.danawa.com/prod_img/500000/747/424/img/19424747_1.jpg?shrink=130:130&_v=20230427092039,인텔 코어i7-12세대 i7-12650H (2.3GHz) 10코어(6P+4E),32,DDR5/램 용량:32GB/4800MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX4060/TGP:45W/VRAM:8GB/,512,M.2(NVMe)/512GB/,1.98,1424940
한성컴퓨터,올데이롱 TFX5556U,999.00,https://img.danawa.com/new/noData/img/noImg_130.gif,,999,,,,,999999,,999999.00,404294
Razer,Blade 15 Advanced 12Gen R3070Ti QHD,91.24,https://img.danawa.com/prod_img/500000/018/880/img/16880018_1.jpg?shrink=130:130&_v=20230320133746,AMD 라이젠5-4세대  5560U (2.3GHz)  헥사(6)코어,16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,15.6,39.62cm(15.6인치)/1920x1080(FHD)/300nit/,내장그래픽 / Radeon Graphics /,500,M.2(NVMe)/500GB/저장 슬롯:1개/,1.40,799000
Razer,Blade 16 13Gen R4090 4K Dual,80.00,https://img.danawa.com/prod_img/500000/954/823/img/16823954_1.jpg?shrink=130:130&_v=20230518093229,인텔 코어i7-12세대 i7-12800H (2.4GHz)  14코어(6P+8E),16,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,15.6,39.62cm(15.6인치)/2560x1440(QHD)/주사율:240Hz/,외장그래픽 /RTX3070 Ti/TGP:100W/VRAM:8GB/,1000,M.2(NVMe)/1TB/저장 슬롯:1개/,2.01,2907890
한성컴퓨터,TFX3150U Pro,95.20,https://img.danawa.com/prod_img/500000/556/261/img/19261556_1.jpg?shrink=130:130&_v=20230417143013,인텔 코어i9-13세대 i9-13950HX (2.2GHz)  24코어(8P+16E),32,DDR5/램 용량:32GB/5600MHz/ 램 교체: 가능 /,16,40.8cm(16인치)/3840x2400(4K UHD)/1000nit/주사율:120Hz/,외장그래픽 /RTX4090/TGP:175W/VRAM:16GB/,2000,M.2(NVMe)/2TB/저장 슬롯:2개/,2.45,6390000
MSI,모던시리즈 모던15 B5M-R5,47.12,https://img.danawa.com/prod_img/500000/210/473/img/15473210_1.jpg?shrink=130:130&_v=20220916160613,인텔 코어i5-11세대 i5-1135G7 (2.4GHz) 쿼드(4)코어,8,LPDDR4x(온보드) /램 용량:8GB/ 램 교체: 불가능 /,13.3,33.782cm(13.3인치)/1920x1080(FHD)/300nit/,내장그래픽 / Iris Xe /,500,M.2(SATA)/500GB/저장 슬롯:1개/,1.30,669000
MSI,GF시리즈 Thin GF63 12VE-i5,39.30,https://img.danawa.com/prod_img/500000/373/923/img/17923373_1.jpg?shrink=130:130&_v=20221006100138,AMD 라이젠5-4세대 5625U (2.3GHz) 헥사(6)코어,8,DDR4(온보드)/램 용량:8GB/3200MHz/ 램 교체: 불가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/,내장그래픽 / Radeon Graphics /,512,M.2(NVMe)/512GB/,1.75,699000
HP,Nero 15-fc0065AU,52.40,https://img.danawa.com/prod_img/500000/864/097/img/19097864_1.jpg?shrink=130:130&_v=20230302090726,인텔 코어i5-12세대 i5-12450H (2.0GHz) 옥타코어(4P+4E),8,DDR4/램 용량:8GB/3200MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX4050/TGP:45W/VRAM:6GB/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,1.77,1048850
LG전자,2022 그램16(12세대) 16Z90Q-GA76K,41.00,https://img.danawa.com/prod_img/500000/052/282/img/19282052_1.jpg?shrink=130:130&_v=20230601091207,AMD 라이젠5(Zen3)  7530U (2.0Hz)  헥사(6)코어,16,DDR4/램 용량:16GB/3200MHz/,15.6,39.6cm(15.6인치)/1920x1080(FHD)/300nit/,내장그래픽 / Radeon Graphics /,512,M.2(NVMe)/512GB/,1.59,609000
MSI,모던시리즈 모던 15 B7M-R7,80.00,https://img.danawa.com/prod_img/500000/415/633/img/16633415_1.jpg?shrink=130:130&_v=20220610100042,인텔 코어i7-12세대 i7-1260P (2.1GHz) 12코어(4P+8E),16,LPDDR5(온보드)/램 용량:16GB/5200MHz/ 램 교체: 불가능 /,16,40.6cm(16인치)/2560x1600(WQXGA)/350nit/,내장그래픽 / Iris Xe /,512,M.2(NVMe)/512GB/저장 슬롯:2개/,1.20,1809780
APPLE,2023 맥북프로14 MPHH3KH/A,39.30,https://img.danawa.com/prod_img/500000/744/355/img/19355744_1.jpg?shrink=130:130&_v=20230330091623,AMD 라이젠7(Zen3)  7730U (2.0Hz)  옥타(8)코어,8,DDR4(온보드)/램 용량:8GB/3200MHz/ 램 교체: 불가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/,내장그래픽 / Radeon Graphics /,512,M.2(NVMe)/512GB/,1.75,804780
MSI,GF시리즈 Sword GF76 B12VEK WIN11 32GB램,70.00,https://img.danawa.com/prod_img/500000/438/788/img/18788438_1.jpg?shrink=130:130&_v=20230131141047,애플(ARM)   실리콘 M2 Pro  10코어,16,램 용량:16GB/ 램 교체: 불가능 /,14.2,35.9cm(14.2인치)/3024x1964/1000nit/주사율:120Hz/,내장그래픽 / M2 Pro 16core /,512,SSD/512GB/,1.60,2509000
삼성전자,갤럭시북3 360 NT730QFG-KH51S,53.50,https://img.danawa.com/prod_img/500000/534/238/img/19238534_1.jpg?shrink=130:130&_v=20230307090611,인텔 코어i7-12세대 i7-12650H (2.3GHz) 10코어(6P+4E),32,DDR5/램 용량:32GB/4800MHz/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX4050/TGP:105W/VRAM:6GB/MUX 스위치/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.60,1405910
MSI,사이보그 15 A12VF 16GB램,61.10,https://img.danawa.com/prod_img/500000/714/935/img/18935714_1.jpg?shrink=130:130&_v=20230525092628,인텔 코어i5-13세대 i5-1340P (1.9GHz) 12코어(4P+8E),16,LPDDR4x(온보드) /램 용량:16GB/ 램 교체: 불가능 /,13.3,33.7cm(13.3인치)/1920x1080(FHD)/,내장그래픽 / Iris Xe /,256,M.2(NVMe)/256GB/저장 슬롯:1개/,1.16,1592490
MSI,GF시리즈 Sword GF76 A12UD WIN11 16GB램,53.50,https://img.danawa.com/prod_img/500000/756/424/img/19424756_1.jpg?shrink=130:130&_v=20230601091849,인텔 코어i7-12세대 i7-12650H (2.3GHz) 10코어(6P+4E),16,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX4060/TGP:45W/VRAM:8GB/,512,M.2(NVMe)/512GB/,1.98,1371960
MSI,Pulse 15 B13VGK QHD WIN11 32GB램,53.50,https://img.danawa.com/prod_img/500000/038/523/img/17523038_1.jpg?shrink=130:130&_v=20230119091225,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX3050 Ti/TGP:60W/VRAM:4GB/,512,M.2(NVMe)/512GB/,2.60,1610000
ASUS,ROG STRIX G18 G814JV-N6024 WIN11 64GB램,90.00,https://img.danawa.com/prod_img/500000/483/424/img/19424483_1.jpg?shrink=130:130&_v=20230320103101,인텔 코어i7-13세대 i7-13700H (2.4GHz)  14코어(6P+8E),32,DDR5/램 용량:32GB/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/2560x1440(QHD)/300nit/주사율:240Hz/,외장그래픽 /RTX4070/TGP:140W/VRAM:8GB/MUX 스위치/,512,M.2(NVMe)/512GB/,2.30,2465630
에이서,프레데터 Helios Neo 16 PHN16-71 4060 W11,90.00,https://img.danawa.com/prod_img/500000/015/454/img/19454015_1.jpg?shrink=130:130&_v=20230321153458,인텔 코어i9-13세대 i9-13980HX (2.2GHz)  24코어(8P+16E),64,DDR5/램 용량:64GB/4800MHz/ 램 교체: 가능 /,18,45.72cm(18인치)/2560x1600(WQXGA)/500nit/주사율:240Hz/,외장그래픽 /RTX4060/TGP:140W/VRAM:8GB/MUX 스위치/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,3.00,2791790
삼성전자,갤럭시북3 프로360 NT960QFG-K71AR,90.00,https://img.danawa.com/prod_img/500000/359/530/img/19530359_1.jpg?shrink=130:130&_v=20230601092422,인텔 코어i7-13세대 i7-13700HX (2.1GHz)  16코어(8P+8E),16,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,16,40.8cm(16인치)/2560x1600(WQXGA)/500nit/주사율:165Hz/,외장그래픽 /RTX4060/TGP:140W/VRAM:8GB/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.60,1940000
ASUS,ROG 제피러스 G16 GU603VV-N4051,76.00,https://img.danawa.com/prod_img/500000/185/909/img/18909185_1.jpg?shrink=130:130&_v=20230209092904,인텔 코어i7-13세대 i7-1360P (2.2GHz) 12코어(4P+8E),32,LPDDR5(온보드)/램 용량:32GB/ 램 교체: 불가능 /,16,40.6cm(16인치)/2880x1800(WQXGA+)/400nit/주사율:120Hz/,내장그래픽 / Iris Xe /,1000,M.2(NVMe)/1TB/저장 슬롯:1개/,1.66,2646500
